video,frame,risk_label,count_total,area_frac,bottom_y_norm,center_x_dist,count_in_roi_all,max_area_in_roi_all,max_bottom_y_in_roi_all,fps
flipped_part_004.mp4,0,1,3,0.0309971438023192,0.8055393854777019,0.033469080041956,3,0.0309971438023192,0.8055393854777019,59.96002664890073
flipped_part_004.mp4,1,1,4,0.0312718576845428,0.8057233810424804,0.0357686925817418,4,0.0312718576845428,0.8057233810424804,59.96002664890073
flipped_part_004.mp4,2,1,3,0.0317682628950821,0.8058825174967448,0.0381381282099971,3,0.0317682628950821,0.8058825174967448,59.96002664890073
flipped_part_004.mp4,3,1,3,0.0329419425285703,0.8077423731486003,0.0432557000054253,3,0.0329419425285703,0.8077423731486003,59.96002664890073
flipped_part_004.mp4,4,1,3,0.0337368234464277,0.8091957092285156,0.0472245958116319,3,0.0337368234464277,0.8091957092285156,59.96002664890073
flipped_part_004.mp4,5,1,4,0.0349420530428638,0.8108592987060547,0.0510796158402054,4,0.0349420530428638,0.8108592987060547,59.96002664890073
flipped_part_004.mp4,6,1,4,0.0359184496725598,0.812023417154948,0.0565056694878472,4,0.0359184496725598,0.812023417154948,59.96002664890073
flipped_part_004.mp4,7,1,3,0.0367095010404699,0.8135632197062175,0.0592339127152054,3,0.0367095010404699,0.8135632197062175,59.96002664890073
flipped_part_004.mp4,8,1,4,0.0367781205340806,0.8133593241373698,0.0642384847005208,4,0.0367781205340806,0.8133593241373698,59.96002664890073
flipped_part_004.mp4,9,1,3,0.0375831573601092,0.8144847869873046,0.0685082047073929,3,0.0375831573601092,0.8144847869873046,59.96002664890073
flipped_part_004.mp4,10,1,4,0.0381246288997041,0.8166368484497071,0.0729659751609519,4,0.0381246288997041,0.8166368484497071,59.96002664890073
flipped_part_004.mp4,11,1,4,0.0394114748346651,0.8195805231730143,0.0772931416829427,4,0.0394114748346651,0.8195805231730143,59.96002664890073
flipped_part_004.mp4,12,1,3,0.0394247745384173,0.8206672668457031,0.0808054323549623,3,0.0394247745384173,0.8206672668457031,59.96002664890073
flipped_part_004.mp4,13,1,3,0.0398157076885884,0.8212931315104167,0.0845240275065104,3,0.0398157076885884,0.8212931315104167,59.96002664890073
flipped_part_004.mp4,14,1,4,0.040979697421814,0.8220361709594727,0.0898966471354166,4,0.040979697421814,0.8220361709594727,59.96002664890073
flipped_part_004.mp4,15,1,4,0.0412781220797936,0.8209910074869792,0.0959136680320457,4,0.0412781220797936,0.8209910074869792,59.96002664890073
flipped_part_004.mp4,16,1,4,0.0435093120991304,0.8251049677530925,0.1021904839409722,4,0.0435093120991304,0.8251049677530925,59.96002664890073
flipped_part_004.mp4,17,1,4,0.0441029427222006,0.8258354822794597,0.1077271920663339,4,0.0441029427222006,0.8258354822794597,59.96002664890073
flipped_part_004.mp4,18,1,4,0.0445392990126964,0.8263994216918945,0.1100474039713541,4,0.0445392990126964,0.8263994216918945,59.96002664890073
flipped_part_004.mp4,19,1,3,0.0452648134265877,0.8264247894287109,0.1167590388545283,3,0.0452648134265877,0.8264247894287109,59.96002664890073
flipped_part_004.mp4,20,1,4,0.0460747109641831,0.8272066752115885,0.1208401997884114,4,0.0460747109641831,0.8272066752115885,59.96002664890073
flipped_part_004.mp4,21,1,4,0.0476401734233971,0.8298389434814453,0.1254031428584346,4,0.0476401734233971,0.8298389434814453,59.96002664890073
flipped_part_004.mp4,22,1,4,0.0486341145256301,0.8310310999552409,0.1333045111762152,4,0.0486341145256301,0.8310310999552409,59.96002664890073
flipped_part_004.mp4,23,1,4,0.0495071969027048,0.8326324462890625,0.1386144002278646,4,0.0495071969027048,0.8326324462890625,59.96002664890073
flipped_part_004.mp4,24,1,4,0.0497603979301089,0.8330951690673828,0.142476823594835,4,0.0497603979301089,0.8330951690673828,59.96002664890073
flipped_part_004.mp4,25,1,4,0.0506181556520244,0.8352364222208659,0.1495703520598235,4,0.0506181556520244,0.8352364222208659,59.96002664890073
flipped_part_004.mp4,26,1,5,0.0509517129670388,0.8367879867553711,0.1565292358398437,5,0.0509517129670388,0.8367879867553711,59.96002664890073
flipped_part_004.mp4,27,1,4,0.0521541655009194,0.8389670054117838,0.1637988620334201,4,0.0521541655009194,0.8389670054117838,59.96002664890073
flipped_part_004.mp4,28,1,6,0.0532687389794385,0.8413315455118815,0.1712915773744936,6,0.0532687389794385,0.8413315455118815,59.96002664890073
flipped_part_004.mp4,29,1,5,0.0549989122525935,0.8428461074829101,0.1753922921639901,5,0.0549989122525935,0.8428461074829101,59.96002664890073
flipped_part_004.mp4,30,1,6,0.056958579603589,0.8456911087036133,0.1855334811740451,6,0.056958579603589,0.8456911087036133,59.96002664890073
flipped_part_004.mp4,31,1,4,0.057764386649085,0.8470111846923828,0.1912027147081163,4,0.057764386649085,0.8470111846923828,59.96002664890073
flipped_part_004.mp4,32,1,5,0.0586537394682872,0.8483111063639323,0.1947931925455729,5,0.0586537394682872,0.8483111063639323,59.96002664890073
flipped_part_004.mp4,33,1,4,0.0597541825662052,0.8493156433105469,0.2006255820945457,4,0.0597541825662052,0.8493156433105469,59.96002664890073
flipped_part_004.mp4,34,1,4,0.0614658514200709,0.8494694391886394,0.2115336100260416,4,0.0614658514200709,0.8494694391886394,59.96002664890073
flipped_part_004.mp4,35,1,3,0.0624125022104837,0.8500904083251953,0.2173824734157986,3,0.0624125022104837,0.8500904083251953,59.96002664890073
flipped_part_004.mp4,36,1,4,0.0652033533074912,0.8531534830729167,0.2217336866590711,4,0.0652033533074912,0.8531534830729167,59.96002664890073
flipped_part_004.mp4,37,1,2,0.0655692217493197,0.8530718485514323,0.2312225341796875,2,0.0655692217493197,0.8530718485514323,59.96002664890073
flipped_part_004.mp4,38,1,2,0.0661000706406129,0.8531784057617188,0.2361538357204861,2,0.0661000706406129,0.8531784057617188,59.96002664890073
flipped_part_004.mp4,39,1,3,0.0681567684961245,0.8566265741984049,0.2451476768211082,3,0.0681567684961245,0.8566265741984049,59.96002664890073
flipped_part_004.mp4,40,1,2,0.0702894200282699,0.859840456644694,0.253703279848452,2,0.0702894200282699,0.859840456644694,59.96002664890073
flipped_part_004.mp4,41,1,2,0.0726500606116907,0.8628336588541666,0.2619644730179398,2,0.0726500606116907,0.8628336588541666,59.96002664890073
flipped_part_004.mp4,42,1,2,0.0742620435530423,0.8648096720377604,0.2710038926866319,2,0.0742620435530423,0.8648096720377604,59.96002664890073
flipped_part_004.mp4,43,1,2,0.0762126697160096,0.8671702067057292,0.2781361897786458,2,0.0762126697160096,0.8671702067057292,59.96002664890073
flipped_part_004.mp4,44,1,2,0.0777483823564317,0.8677894592285156,0.2869459364149305,2,0.0777483823564317,0.8677894592285156,59.96002664890073
flipped_part_004.mp4,45,1,5,0.0791834114153472,0.869789187113444,0.2925189548068576,5,0.0791834114153472,0.869789187113444,59.96002664890073
flipped_part_004.mp4,46,1,6,0.0814803076800739,0.8720827102661133,0.299052400942202,6,0.0814803076800739,0.8720827102661133,59.96002664890073
flipped_part_004.mp4,47,1,5,0.0836744222295237,0.8745058695475261,0.3092898898654513,5,0.0836744222295237,0.8745058695475261,59.96002664890073
flipped_part_004.mp4,48,1,5,0.0874740919732074,0.87616392771403,0.3140299479166666,5,0.0874740919732074,0.87616392771403,59.96002664890073
flipped_part_004.mp4,49,1,6,0.0894928852333342,0.8774581909179687,0.3233722262912326,6,0.0894928852333342,0.8774581909179687,59.96002664890073
flipped_part_004.mp4,50,1,6,0.091859711512063,0.8804439544677735,0.3333474053276909,6,0.091859711512063,0.8804439544677735,59.96002664890073
flipped_part_004.mp4,51,1,5,0.0952433870567862,0.885441780090332,0.3445090964988426,5,0.0952433870567862,0.885441780090332,59.96002664890073
flipped_part_004.mp4,52,1,4,0.0981338002224219,0.8885974884033203,0.3535478379991319,4,0.0981338002224219,0.8885974884033203,59.96002664890073
flipped_part_004.mp4,53,1,4,0.1001344865897165,0.8908699035644532,0.3630355834960937,4,0.1001344865897165,0.8908699035644532,59.96002664890073
flipped_part_004.mp4,54,1,4,0.1027522906383361,0.8931264877319336,0.3706278483072917,4,0.1027522906383361,0.8931264877319336,59.96002664890073
flipped_part_004.mp4,55,1,4,0.1067909648134136,0.8971521377563476,0.3817756087691695,4,0.1067909648134136,0.8971521377563476,59.96002664890073
flipped_part_004.mp4,56,1,4,0.1097340857172291,0.8996052424112956,0.3927767718279803,4,0.1097340857172291,0.8996052424112956,59.96002664890073
flipped_part_004.mp4,57,1,5,0.1141547237978087,0.902715555826823,0.4058854562264901,5,0.1141547237978087,0.902715555826823,59.96002664890073
flipped_part_004.mp4,58,1,6,0.1165652209319954,0.9049536387125652,0.4167424519856771,6,0.1165652209319954,0.9049536387125652,59.96002664890073
flipped_part_004.mp4,59,1,5,0.120009380854475,0.9074534098307292,0.429605554651331,5,0.120009380854475,0.9074534098307292,59.96002664890073
flipped_part_004.mp4,60,1,6,0.1235016317409463,0.9109012603759764,0.436371753833912,6,0.1235016317409463,0.9109012603759764,59.96002664890073
flipped_part_004.mp4,61,1,5,0.1263077740678757,0.9143681208292644,0.4403949313693576,5,0.1263077740678757,0.9143681208292644,59.96002664890073
flipped_part_004.mp4,62,1,5,0.1308441718075644,0.9208893458048504,0.4382156372070312,5,0.1308441718075644,0.9208893458048504,59.96002664890073
flipped_part_004.mp4,63,1,5,0.1338850223185727,0.9264093399047852,0.4397215666594328,5,0.1338850223185727,0.9264093399047852,59.96002664890073
flipped_part_004.mp4,64,1,5,0.1382981736492365,0.9307035446166992,0.4349957501446759,5,0.1382981736492365,0.9307035446166992,59.96002664890073
flipped_part_004.mp4,65,1,5,0.1387144043841787,0.9323257446289064,0.4392271253797743,5,0.1387144043841787,0.9323257446289064,59.96002664890073
flipped_part_004.mp4,66,1,4,0.1409788614393996,0.938102912902832,0.4444914358633536,4,0.1409788614393996,0.938102912902832,59.96002664890073
flipped_part_004.mp4,67,1,5,0.1439168191931848,0.9434364318847656,0.4451628225821036,5,0.1439168191931848,0.9434364318847656,59.96002664890073
flipped_part_004.mp4,68,1,4,0.1456294380517404,0.947170066833496,0.4469195048014323,4,0.1456294380517404,0.947170066833496,59.96002664890073
flipped_part_004.mp4,69,1,4,0.1465029745267411,0.9515904108683269,0.4523645471643518,4,0.1465029745267411,0.9515904108683269,59.96002664890073
flipped_part_004.mp4,70,1,3,0.148636722592292,0.9570053736368817,0.4546547218605324,3,0.148636722592292,0.9570053736368817,59.96002664890073
flipped_part_004.mp4,71,1,4,0.1504097491269931,0.9613028208414712,0.45623779296875,4,0.1504097491269931,0.9613028208414712,59.96002664890073
