video,frame,risk_label,count_total,area_frac,bottom_y_norm,center_x_dist,count_in_roi_all,max_area_in_roi_all,max_bottom_y_in_roi_all,fps
shruti_filming_0.mp4,0,0,2,0.0232909381685021,0.7969310760498047,0.804145156012641,1,0.0069357733409075,0.7397539774576823,59.96002664890073
shruti_filming_0.mp4,1,0,2,0.0232982399797523,0.7969406127929688,0.8040547476874458,1,0.0068964334238208,0.7395493189493815,59.96002664890073
shruti_filming_0.mp4,2,0,2,0.0222757132540815,0.7934820810953777,0.8064339107937283,1,0.0067105399179531,0.7379693349202474,59.96002664890073
shruti_filming_0.mp4,3,0,2,0.0222380896156364,0.793086051940918,0.8091798570421007,1,0.0067461843201373,0.7372814178466797,59.96002664890073
shruti_filming_0.mp4,4,0,5,0.033354759957831,0.9146326065063476,0.8389769942672164,1,0.0065752447859914,0.7366647720336914,59.96002664890073
shruti_filming_0.mp4,5,0,2,0.0216751735867001,0.7910202026367188,0.8139314439561632,1,0.0069047710015217,0.7365729014078776,59.96002664890073
shruti_filming_0.mp4,6,0,3,0.0216751327432656,0.7913906097412109,0.8170026567247178,1,0.0070018040973809,0.737439219156901,59.96002664890073
shruti_filming_0.mp4,7,0,3,0.0214515590365408,0.7919569651285807,0.8196247312757704,1,0.0069836618721536,0.7385953903198242,59.96002664890073
shruti_filming_0.mp4,8,0,2,0.0211780249994869,0.7917977015177409,0.821876949734158,1,0.0067524598075424,0.7381619135538737,59.96002664890073
shruti_filming_0.mp4,9,0,2,0.0212195569281023,0.7932034810384114,0.8250634564293755,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,10,0,3,0.0207901077707922,0.7923168182373047,0.8283147599962023,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,11,0,2,0.0206250671566504,0.7923315048217774,0.8297190630877459,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,12,0,2,0.0204567144150496,0.7930086771647136,0.8325384351942274,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,13,0,2,0.0202843225469593,0.7929943084716797,0.8337730831570096,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,14,0,2,0.0201268268432011,0.7930135091145833,0.8359955540409795,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,15,0,2,0.019939913853167,0.7927732467651367,0.8372085147433811,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,16,0,2,0.0199273400317098,0.792518424987793,0.8374827490912543,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,17,0,2,0.0197087979047015,0.7918951670328777,0.838317150539822,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,18,0,3,0.0195425910176305,0.7914936701456706,0.8383525000678168,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,19,0,2,0.0193218343902467,0.7909711201985677,0.83913899174443,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,20,0,2,0.0191204235963959,0.7910313288370768,0.839635255601671,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,21,0,2,0.0189431836749631,0.7898290634155274,0.8401499854193794,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,22,0,3,0.0188752917449757,0.7898034413655599,0.8405997382269965,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,23,0,2,0.0186214216341371,0.78885498046875,0.84131957160102,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,24,0,2,0.0184029571414187,0.7881081263224284,0.8422326829698351,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,25,0,2,0.0183559170161364,0.7875307718912761,0.8426984575059678,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,26,0,2,0.0183342423520823,0.7875750223795573,0.8431462181939019,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,27,0,2,0.0182822257360546,0.7872303644816081,0.8422939724392361,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,28,0,2,0.0183544362730987,0.787419319152832,0.8421832897044994,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,29,0,3,0.0182383065113552,0.787568728129069,0.8423990037706163,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,30,0,3,0.0183175735005729,0.7880968729654948,0.8420820730703849,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,31,0,2,0.0184266718883992,0.7882291793823242,0.8410756499679001,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,32,0,2,0.0184919964225496,0.7880762100219727,0.8396226406097412,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,33,0,2,0.0186279550232221,0.7879297256469726,0.8384402645958795,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,34,0,2,0.0188105029242436,0.7883096694946289,0.8375504405410201,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,35,0,2,0.0191249647132025,0.7884756088256836,0.8353533003065321,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,36,0,2,0.0191262320205966,0.789155642191569,0.8341484776249638,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,37,0,2,0.0194506279861282,0.7904659907023112,0.8329913669162327,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,38,0,2,0.0198011610176494,0.7915230433146159,0.8324954845287181,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,39,0,3,0.0540527642060489,0.8977413813273112,0.7752328943323206,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,40,0,2,0.0201363710012325,0.7942705154418945,0.8288132561577691,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,41,0,3,0.0434498425051577,0.8996105194091797,0.7810675161856192,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,42,0,3,0.0480896267402783,0.8963687896728516,0.7782388757776331,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,43,0,3,0.0503286434471158,0.8951254526774088,0.77666015625,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,44,0,3,0.0545915181337881,0.8930635452270508,0.7739971584743923,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,45,0,3,0.0541874754871241,0.8919836044311523,0.7749606662326389,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,46,0,3,0.0553876942666182,0.8936045328776042,0.7726469251844618,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,47,0,3,0.0555521839205175,0.8926464080810547,0.7721649169921875,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,48,0,3,0.0557376821884342,0.8923834482828776,0.7718243069118924,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,49,0,3,0.0552873524156166,0.8910828272501627,0.7722873829029224,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,50,0,3,0.0551336446579187,0.8908575693766276,0.772873772515191,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,51,0,3,0.0547358122992366,0.8887390772501628,0.7721080073603878,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,52,0,2,0.0225403255115115,0.7930920282999675,0.7976294482195819,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,53,0,3,0.0549028982612718,0.8868249893188477,0.7709703233506945,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,54,0,3,0.0558093532385235,0.8876137415568034,0.768186668113426,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,55,0,3,0.0561881948918906,0.8880098978678386,0.7673865424262153,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,56,0,3,0.0555087670149104,0.8865541458129883,0.7685273912217881,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,57,0,4,0.0551932241767644,0.8863454818725586,0.7705891927083334,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,58,0,4,0.0553008581663375,0.8845611572265625,0.7687919334129051,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,59,0,5,0.0459113801707927,0.8842748641967774,0.7709246600115741,0,0.0,0.0,59.96002664890073
shruti_filming_0.mp4,60,1,4,0.0239392624694489,0.7910982131958008,0.7761790452180085,0,0.0,0.0,59.96002664890073
